4240
241	231	10
241	275	8
44	69	7
190	104	4
16	113	4
242	263	4
112	52	9
156	226	4
38	229	4
87	132	6
129	142	6
172	160	7
98	268	10
115	6	6
157	149	10
242	260	10
124	28	10
242	7	10
241	104	4
203	226	4
209	274	10
59	52	9
186	271	9
241	204	8
264	37	10
224	81	10
173	216	8
25	267	10
76	52	9
178	22	5
153	196	4
84	136	7
194	36	5
23	113	4
270	43	10
74	104	4
217	22	5
214	142	6
173	142	6
34	132	3
175	136	7
195	179	4
40	52	9
17	132	6
118	176	10
254	185	4
218	208	7
145	178	10
63	104	4
181	15	7
238	221	10
48	210	4
118	166	4
131	184	9
50	179	4
270	92	9
45	132	6
243	105	4
123	190	10
5	100	8
247	31	9
148	165	9
205	118	10
2	233	4
151	104	4
49	52	9
205	85	10
101	115	10
60	87	10
23	105	4
242	10	10
16	108	4
148	230	4
80	179	4
185	184	0
173	53	10
5	241	10
224	14	10
78	226	4
209	76	10
106	13	6
145	233	4
265	232	10
80	3	4
161	275	4
111	84	10
2	132	6
244	191	4
94	132	3
5	233	4
67	230	4
63	166	4
118	81	10
175	92	9
242	269	10
225	105	4
245	166	4
51	233	4
267	52	9
245	128	10
81	89	7
208	87	10
265	181	10
123	74	10
241	7	10
33	84	10
45	250	9
138	76	10
175	52	9
60	102	10
163	191	4
76	233	4
237	52	9
141	93	4
173	209	10
1	185	4
223	148	10
150	104	4
138	259	10
123	86	10
78	250	9
239	183	10
54	55	0
203	87	10
101	100	8
80	146	4
57	55	9
274	52	9
63	114	7
138	87	10
186	93	4
242	42	10
107	262	10
267	157	10
33	133	10
187	250	9
90	13	6
101	136	7
25	51	10
173	10	10
76	132	6
220	92	9
173	148	10
98	121	9
110	188	4
128	219	5
0	108	4
172	116	5
264	10	10
112	191	4
131	191	4
195	213	5
177	8	7
191	179	1
201	210	4
17	121	9
264	137	10
186	52	9
148	251	4
197	13	6
114	6	3
195	233	4
170	93	4
83	52	9
48	146	4
84	198	7
141	250	9
81	134	5
159	23	10
201	92	9
80	132	6
27	129	10
205	35	10
120	224	7
90	167	9
270	226	4
274	275	4
241	220	10
262	13	6
153	115	10
106	133	10
260	256	7
254	6	6
145	95	10
68	132	6
205	95	10
217	92	9
268	8	7
76	104	4
63	263	4
129	56	5
73	261	7
177	108	4
25	48	10
183	204	4
97	183	10
206	6	3
7	52	9
244	14	10
141	75	9
25	274	10
173	84	10
83	167	9
266	242	10
149	275	4
5	56	5
122	179	4
14	3	4
74	132	6
242	13	6
112	249	10
37	92	9
264	237	10
38	226	4
241	47	10
218	226	4
33	68	10
224	50	10
267	87	10
178	105	4
49	250	9
241	272	10
238	272	10
96	111	10
106	199	10
40	92	9
178	13	6
241	263	4
194	13	6
126	233	4
69	13	3
181	104	4
107	115	10
96	126	10
138	272	10
33	118	10
57	166	4
245	99	10
85	50	10
217	13	6
270	259	10
197	39	10
168	248	7
4	271	9
231	252	9
181	213	5
118	230	4
45	75	9
173	157	10
49	92	9
202	135	10
2	104	4
194	128	10
80	210	4
209	2	10
67	185	4
73	191	4
60	84	10
73	132	6
87	263	4
92	52	2
25	86	10
245	109	9
238	10	10
138	85	10
85	48	10
138	72	10
133	68	10
9	204	4
149	104	4
240	166	4
173	160	7
72	13	6
124	48	10
83	55	9
157	52	9
203	85	10
223	169	10
188	113	1
159	191	4
266	166	4
268	188	4
85	14	10
50	234	4
102	54	4
133	256	7
83	13	6
199	6	6
145	191	4
238	249	10
112	126	10
223	85	10
122	104	4
170	108	4
41	256	7
273	233	4
32	132	6
77	275	4
117	89	7
159	127	10
255	69	7
106	226	4
96	275	8
65	263	4
242	183	10
107	249	10
15	132	3
101	134	7
120	226	4
117	226	4
118	73	10
255	132	6
138	52	9
14	134	7
161	13	6
63	58	5
222	191	4
59	58	7
183	179	4
157	216	4
168	160	7
21	213	5
80	211	9
190	210	4
223	118	10
173	269	10
91	6	6
194	142	6
257	13	6
163	233	4
5	6	6
57	92	9
194	113	4
67	166	4
124	39	10
35	104	4
2	52	9
244	86	10
197	149	10
33	111	10
50	119	4
96	178	10
33	208	7
187	92	9
118	175	10
238	37	10
60	6	6
173	227	10
241	51	10
190	191	4
22	21	10
70	108	4
2	75	9
245	50	10
37	166	4
240	104	4
175	191	4
160	13	3
73	108	4
238	76	10
245	171	10
103	6	6
197	45	10
180	233	4
202	85	10
138	7	10
38	182	7
86	210	4
1	114	7
208	6	3
38	13	6
124	142	6
85	92	9
84	226	4
60	43	10
40	226	4
96	274	10
157	13	6
222	165	9
138	21	10
158	133	10
238	108	4
123	48	10
264	43	10
149	108	4
245	172	10
27	79	10
95	134	7
163	179	4
83	6	6
159	84	10
60	47	10
166	167	0
98	55	9
218	8	7
175	250	9
138	207	10
17	104	4
24	132	6
78	134	7
209	52	9
140	191	4
124	151	10
101	275	8
138	209	10
176	52	9
244	6	6
242	191	4
96	183	10
111	85	10
170	104	4
177	191	4
159	161	10
270	72	10
194	191	4
203	209	10
183	136	7
209	35	10
158	190	10
49	271	9
244	130	10
173	275	8
212	179	4
186	104	4
273	69	7
138	95	10
244	179	4
242	199	10
266	263	8
183	248	7
38	230	4
106	206	7
21	104	4
264	8	7
203	95	10
173	42	10
240	191	4
33	36	5
192	226	4
202	132	6
51	93	4
215	251	4
151	119	4
241	243	10
163	109	9
76	55	9
18	179	4
238	6	6
225	229	4
35	204	4
173	126	10
59	105	4
187	179	4
96	258	10
224	2	10
173	68	10
97	169	10
260	104	4
141	132	6
206	132	3
76	167	9
172	226	4
57	54	4
99	8	7
223	133	10
106	104	4
254	132	6
197	113	4
238	93	4
85	81	10
81	92	9
138	231	10
242	179	4
183	233	4
206	142	3
20	132	3
58	142	3
218	272	10
151	52	9
99	226	4
175	271	9
159	6	6
96	27	10
173	37	10
202	35	10
259	31	9
238	8	7
0	142	6
140	113	4
106	262	10
60	58	5
216	52	0
259	233	4
32	191	4
177	113	4
242	43	10
65	56	5
60	53	10
265	241	10
123	186	10
203	233	4
197	190	10
151	210	4
270	231	10
269	226	4
174	193	4
99	142	6
60	70	10
199	253	4
111	164	9
63	54	4
85	216	4
198	13	3
241	262	10
37	142	6
4	22	5
212	114	7
2	271	9
241	207	10
123	4	10
1	230	4
242	84	10
7	108	4
52	92	2
222	56	5
48	250	9
245	190	10
48	92	9
115	100	4
264	260	10
202	179	4
149	93	4
264	226	4
242	178	10
80	75	9
98	84	10
57	109	9
190	179	4
222	185	4
2	191	4
261	6	3
72	275	4
244	151	10
60	131	10
274	216	4
199	114	7
57	52	9
218	104	4
143	109	9
241	21	10
113	121	0
173	136	7
255	52	9
60	160	7
61	6	3
107	126	10
26	129	10
96	115	10
101	52	9
173	183	10
14	52	9
242	72	10
223	36	5
129	64	7
85	201	10
66	114	7
207	92	9
86	211	9
123	238	10
259	132	6
25	186	10
244	167	9
274	22	7
37	240	10
25	5	10
7	121	9
201	146	4
110	108	4
110	167	9
118	45	10
77	31	9
244	54	4
197	80	10
124	45	10
267	269	10
10	204	4
192	233	4
245	2	10
130	188	4
153	92	9
183	263	4
267	130	10
96	259	10
241	43	10
96	169	10
148	49	10
176	136	7
60	263	4
203	118	10
245	28	10
157	108	4
263	52	0
0	36	5
138	130	10
265	199	10
223	68	10
238	109	9
17	109	9
173	178	10
200	233	4
183	196	4
98	85	10
242	137	10
124	54	4
96	227	10
267	118	10
31	162	2
85	275	4
201	104	4
245	227	10
60	259	10
138	70	10
157	130	10
267	85	10
81	271	9
25	120	10
82	13	3
238	70	10
112	90	10
264	178	10
223	209	10
101	83	10
17	206	7
264	135	10
270	199	10
4	179	4
209	268	10
223	226	4
194	108	4
138	27	10
205	137	10
158	136	7
268	188	8
238	7	10
235	52	9
113	108	1
140	226	8
254	184	9
245	45	10
209	84	10
223	183	10
232	104	4
118	167	9
49	104	4
238	258	10
112	104	4
101	132	6
14	132	6
200	226	4
169	226	4
29	31	0
205	120	10
85	39	10
267	169	10
245	238	10
118	149	10
178	261	7
123	130	10
197	73	10
163	113	4
60	237	10
244	28	10
178	31	9
137	92	9
60	105	8
23	52	9
138	10	10
96	189	10
247	230	4
264	102	10
209	183	10
245	93	8
106	90	10
112	142	6
33	104	4
209	108	4
65	92	9
44	252	9
44	233	4
2	69	7
45	179	4
242	51	10
181	132	6
35	132	6
223	104	4
202	268	10
95	136	7
172	36	5
33	157	10
146	75	0
264	259	10
154	13	6
243	104	4
161	198	7
268	113	4
174	108	4
173	127	10
270	6	6
203	111	10
90	142	6
223	52	9
32	114	7
148	180	10
27	21	10
273	179	4
245	132	6
50	210	4
138	111	10
205	225	10
183	134	7
222	251	4
265	132	3
130	179	4
249	108	4
25	35	10
170	6	6
232	233	4
14	271	9
267	111	10
84	216	4
245	130	10
180	93	4
138	132	6
95	233	4
245	78	10
9	121	9
78	93	4
96	265	7
56	62	10
25	226	4
245	269	10
50	22	7
158	56	5
245	114	7
86	119	4
96	120	10
98	204	4
247	185	4
41	13	6
199	13	6
217	52	9
141	142	6
187	271	9
112	92	9
185	251	1
159	85	10
140	108	4
173	247	10
158	132	6
64	13	3
25	169	10
177	6	6
98	6	6
159	72	10
173	70	10
151	191	4
203	169	10
74	226	4
124	132	6
110	22	5
118	150	10
266	132	6
264	35	10
107	179	4
267	51	10
267	95	10
85	200	10
118	187	10
63	55	9
33	209	10
183	132	6
264	189	10
9	105	4
60	37	10
84	275	4
59	54	4
59	132	6
111	134	7
269	191	4
183	69	7
128	191	4
245	51	10
241	192	10
173	237	10
241	148	10
222	132	6
86	196	4
84	193	4
95	179	4
91	62	10
174	89	7
158	85	10
129	6	6
14	211	9
96	225	10
187	132	6
35	108	4
115	275	4
91	63	10
153	52	9
211	271	2
218	233	4
24	6	6
17	92	9
27	113	4
172	233	4
35	92	9
139	132	6
180	75	9
153	6	6
158	134	7
83	132	6
91	232	10
36	132	3
238	87	10
222	256	7
242	6	6
23	55	9
87	233	4
225	165	9
40	134	7
178	22	7
138	189	10
96	10	10
264	53	10
96	148	10
60	7	10
0	9	10
205	157	10
259	29	4
254	104	4
115	92	9
60	274	10
45	233	4
90	275	4
25	14	10
200	191	4
173	131	10
269	52	9
123	38	10
118	51	10
91	265	7
264	161	10
161	114	7
79	226	4
232	92	9
173	134	7
197	151	10
129	109	9
33	120	10
208	95	10
107	133	10
212	191	4
201	250	9
36	239	10
238	211	9
79	22	5
14	226	4
194	132	6
197	132	6
242	255	10
137	114	7
244	74	10
107	260	10
98	164	9
238	104	4
173	233	4
264	98	10
106	8	7
120	204	4
85	187	10
118	200	10
209	120	10
176	211	9
192	104	4
85	226	4
174	52	9
244	273	10
87	104	4
9	100	4
183	216	4
147	48	10
33	132	6
138	37	10
241	157	10
157	179	4
202	191	4
150	226	4
241	42	10
129	233	4
194	238	10
50	211	9
80	93	4
159	133	10
57	253	4
267	183	10
215	142	6
203	268	10
267	8	7
33	225	10
223	191	4
99	179	4
241	27	10
238	190	10
207	108	4
158	84	10
115	142	6
128	188	4
253	52	0
25	268	10
1	164	9
197	109	9
16	121	9
186	92	9
181	263	4
220	164	9
25	183	10
91	241	10
72	165	9
120	188	8
268	89	7
27	6	6
24	52	9
133	275	4
24	208	7
159	178	10
159	190	10
0	209	10
96	53	10
99	121	9
123	128	10
203	261	7
267	84	10
239	92	9
110	233	4
91	83	10
201	226	4
251	185	1
187	226	4
148	55	9
205	179	4
172	179	4
77	230	4
245	180	10
102	6	6
91	56	5
138	233	4
32	179	4
77	89	7
26	132	3
107	47	10
141	179	4
238	179	4
183	13	6
183	142	6
169	132	6
49	191	4
129	104	4
63	109	9
37	105	4
101	58	5
197	78	10
99	132	6
110	6	6
173	262	10
274	233	4
241	149	10
215	252	9
264	21	10
109	121	2
208	84	10
264	268	10
85	2	10
205	196	4
124	149	10
202	169	10
158	191	4
62	179	4
138	221	10
57	121	9
172	29	4
70	113	4
14	119	4
264	148	10
138	77	10
96	237	10
68	263	4
201	191	4
207	113	4
65	52	9
81	52	9
255	108	4
149	166	4
202	87	10
4	93	4
153	191	4
27	226	8
256	132	3
241	274	10
168	132	6
200	92	9
240	93	4
143	179	4
241	9	10
195	251	4
32	52	9
238	227	10
163	104	4
73	109	9
135	114	7
17	9	10
242	105	8
235	28	10
27	26	7
140	181	10
195	142	6
241	52	9
110	261	7
128	167	9
264	104	4
158	118	10
202	111	10
99	188	4
199	204	4
40	75	9
33	8	7
115	52	9
96	134	7
203	183	10
264	84	10
97	68	10
11	13	3
186	250	9
37	167	9
173	51	10
86	179	4
72	89	5
264	85	10
9	275	4
217	226	4
107	191	4
124	78	10
269	198	7
0	237	10
21	248	7
85	227	10
209	134	5
223	208	7
187	233	4
178	275	4
239	87	10
118	40	10
91	263	8
60	36	5
205	274	10
159	8	7
123	149	10
60	157	10
238	207	10
148	146	8
242	23	10
181	92	9
107	105	8
106	179	4
262	113	4
72	142	6
208	76	10
129	61	7
122	13	6
241	132	6
84	233	4
224	180	10
169	52	9
264	269	10
259	164	9
186	13	6
205	233	4
118	227	10
128	166	4
223	274	10
264	231	10
50	22	5
137	204	4
32	233	4
192	132	6
259	179	4
38	104	4
148	134	7
238	44	10
23	226	8
68	166	4
51	250	9
173	104	4
106	92	9
50	261	7
68	104	4
274	179	4
183	147	5
145	149	10
270	228	8
85	40	10
50	3	4
241	37	10
80	52	9
267	135	10
123	73	10
203	35	10
120	52	9
102	114	7
148	201	10
14	75	9
37	13	6
106	52	9
158	111	10
259	184	9
202	118	10
123	50	10
260	233	4
90	52	9
173	243	10
212	226	4
214	92	9
24	134	7
257	92	9
242	221	10
175	93	4
130	226	4
66	121	9
99	100	8
68	97	7
154	89	7
137	132	6
269	75	9
205	8	7
17	7	10
124	121	9
57	226	8
264	169	10
7	275	4
98	108	4
86	75	9
106	6	6
245	48	10
147	201	10
99	113	4
175	196	4
147	49	10
45	271	9
218	36	5
72	230	4
118	2	10
44	29	4
199	152	4
266	252	9
274	248	7
268	104	4
40	250	9
60	225	10
85	136	7
168	13	6
124	187	10
88	109	9
23	92	9
40	196	4
88	104	4
58	132	3
241	183	10
177	166	4
83	213	7
88	142	6
238	72	10
273	93	4
106	136	7
202	36	5
241	8	7
170	13	6
173	207	10
79	191	4
203	120	10
269	179	4
137	52	9
123	201	10
270	90	10
264	132	6
273	108	4
115	132	6
135	275	4
97	268	10
10	83	10
161	105	4
4	69	7
96	255	10
96	92	9
96	85	10
98	120	10
163	226	4
131	142	6
138	192	10
173	221	10
126	104	4
73	121	9
37	226	8
133	54	4
239	208	5
77	184	9
214	198	7
225	166	4
120	104	4
117	104	4
231	29	4
154	252	9
95	100	4
67	165	9
4	134	5
25	188	4
254	164	9
238	274	10
17	56	5
21	89	7
60	120	10
37	239	10
238	113	4
25	263	8
24	204	8
244	143	10
96	51	10
240	167	9
264	51	10
72	229	4
68	52	9
145	6	6
246	142	3
178	132	6
244	180	10
240	188	4
203	225	10
60	207	10
60	137	10
241	77	10
157	226	4
240	208	5
150	179	4
151	93	4
39	93	4
107	6	6
107	58	5
159	115	10
197	55	9
264	126	10
85	210	8
209	201	10
56	65	10
202	206	7
257	114	7
267	225	10
25	196	8
194	121	9
241	98	10
262	142	6
209	100	4
45	191	4
44	104	4
176	179	4
101	179	4
202	95	10
14	179	4
81	233	4
124	200	10
85	175	10
264	36	5
241	131	10
128	93	4
4	210	4
242	189	10
149	233	4
44	13	6
87	191	4
60	149	10
173	258	10
247	251	4
63	108	4
202	208	7
24	263	4
242	133	10
159	69	7
173	190	10
97	6	3
96	102	10
24	104	4
232	206	7
264	256	7
244	193	8
73	104	4
32	92	9
273	104	4
203	104	4
85	198	7
80	92	9
157	188	8
65	233	4
252	184	2
264	58	5
178	6	6
60	243	10
264	133	10
96	136	7
192	22	5
74	233	4
129	121	9
118	48	10
67	229	4
267	120	10
23	108	4
110	179	4
242	190	10
82	132	3
133	226	8
238	148	10
254	229	4
173	133	10
225	275	4
197	4	10
225	54	4
245	200	10
60	9	10
88	167	9
138	179	4
225	3	8
268	204	4
81	179	4
26	79	10
81	250	9
249	275	4
111	95	10
35	179	4
254	191	4
137	275	4
197	121	9
16	109	9
17	188	4
24	25	10
242	77	10
2	211	9
111	76	10
194	193	8
242	161	10
149	179	4
117	22	5
190	182	7
244	49	10
264	227	10
81	3	4
202	137	10
1	184	9
158	109	9
240	179	4
99	108	4
23	109	9
242	115	10
239	179	4
203	84	10
107	37	10
1	251	4
27	166	4
241	70	10
51	261	7
35	196	4
25	95	10
38	165	9
81	142	6
60	262	10
112	132	6
209	51	10
264	183	10
21	261	7
138	84	10
158	226	4
169	191	4
111	8	7
115	253	4
48	226	4
66	113	4
67	164	9
168	213	5
240	113	4
5	263	8
85	180	10
223	132	6
148	48	10
63	121	9
240	121	9
222	152	8
242	90	10
96	231	10
148	164	9
99	87	10
159	189	10
203	58	5
59	167	9
112	72	10
120	132	6
117	132	6
159	249	10
241	237	10
149	54	4
244	73	10
98	54	4
255	188	4
123	200	10
98	183	10
86	226	4
158	97	7
24	36	5
100	52	0
17	237	10
107	52	9
106	132	6
101	9	10
60	249	10
67	167	9
205	191	4
267	148	10
186	233	4
249	52	9
138	275	8
118	269	10
268	142	6
63	233	4
40	210	4
124	80	10
241	105	8
9	109	9
203	148	10
140	199	10
259	185	4
267	216	8
190	275	4
123	240	10
78	75	9
108	109	0
91	52	9
138	199	10
95	263	4
174	179	4
138	237	10
96	77	10
10	196	8
267	191	4
269	210	4
207	121	9
148	100	4
88	191	4
21	71	7
148	229	4
267	268	10
175	75	9
172	108	4
158	157	10
101	142	6
209	85	10
244	36	5
208	157	10
118	54	4
80	271	9
106	134	7
180	132	6
96	133	10
247	165	9
224	40	10
118	132	6
201	52	9
41	6	6
197	166	4
214	253	4
118	39	10
176	210	4
264	209	10
153	233	4
257	132	6
238	131	10
36	240	10
85	193	4
209	169	10
157	233	4
87	216	4
2	89	7
183	104	4
173	59	10
129	179	4
241	35	10
37	113	4
96	157	10
192	167	9
238	236	5
223	35	10
192	252	9
124	73	10
121	109	2
197	2	10
138	68	10
274	13	6
50	226	4
225	164	9
112	47	10
133	167	9
194	149	10
39	210	4
27	144	10
267	104	4
97	85	10
44	251	4
62	226	4
187	3	4
177	167	9
36	142	3
153	142	6
241	135	10
158	206	7
96	52	9
85	179	4
96	268	10
260	179	4
51	132	6
60	227	10
205	208	7
265	83	10
143	54	4
96	84	10
99	85	10
79	179	4
231	275	4
88	113	4
37	52	9
118	4	10
111	48	10
120	54	4
117	54	4
98	95	10
208	68	10
268	52	9
41	132	6
38	248	7
209	240	10
222	252	9
205	36	5
138	98	10
95	191	4
73	93	4
151	134	5
225	30	8
107	53	10
65	100	4
195	104	4
66	13	6
106	259	10
159	76	10
112	259	10
255	29	4
180	136	7
12	13	6
77	164	9
63	56	5
133	87	10
241	10	10
111	240	10
85	176	10
172	6	6
158	142	6
49	75	9
239	120	10
96	43	10
50	93	4
244	93	8
183	89	7
192	13	6
47	191	4
86	104	4
242	83	10
173	189	10
123	141	10
60	77	10
101	206	7
241	137	10
270	249	10
174	233	4
128	22	5
123	49	10
242	149	10
150	75	9
76	166	4
86	134	7
203	36	5
118	201	10
21	233	4
107	36	5
40	132	6
5	104	4
209	267	10
129	13	6
0	208	5
205	84	10
158	87	10
158	76	10
197	187	10
25	176	10
147	132	3
241	260	10
22	132	3
140	121	9
145	52	9
59	65	10
14	210	4
112	26	5
9	92	9
67	134	7
173	274	10
74	261	7
141	271	9
238	52	9
267	68	10
173	9	10
94	13	3
220	275	4
197	49	10
10	65	10
173	52	9
159	216	8
35	113	4
99	109	9
201	271	9
273	13	6
27	132	6
219	6	3
245	36	5
148	80	10
264	9	10
199	228	4
235	50	10
120	55	9
74	113	4
124	108	4
117	55	9
153	256	7
96	161	10
140	56	5
195	100	4
165	164	2
244	238	10
98	169	10
239	196	4
218	34	5
244	176	10
224	132	3
124	4	10
122	233	4
241	76	10
112	233	4
81	69	7
138	256	7
170	54	4
66	179	4
73	113	4
9	55	9
170	206	5
110	142	6
85	4	10
50	52	9
66	108	4
145	231	10
173	83	10
4	75	9
268	6	6
79	233	4
243	92	9
79	132	6
60	95	10
231	165	9
48	233	4
48	132	6
177	22	5
270	56	5
264	149	10
158	100	8
48	134	7
223	204	8
205	226	4
2	210	4
80	104	4
262	105	4
157	196	4
91	93	4
157	160	7
135	92	9
143	167	9
60	35	10
241	268	10
78	142	6
96	135	10
4	250	9
176	226	4
267	190	10
223	135	10
96	233	4
223	6	6
96	269	10
68	182	7
217	104	4
197	200	10
266	54	4
235	229	4
124	150	10
222	36	5
78	191	4
245	110	10
182	132	3
17	93	4
96	35	10
245	113	4
203	68	10
7	105	4
269	250	9
138	262	10
200	250	9
208	239	10
57	6	6
238	183	10
267	274	10
264	111	10
266	114	7
88	13	6
266	251	4
202	204	8
151	179	4
201	179	4
238	210	4
254	115	10
140	242	10
10	275	4
274	263	4
242	87	10
262	132	6
96	90	10
27	193	4
159	274	10
133	55	9
239	84	10
201	3	4
21	20	7
270	47	10
21	166	4
36	6	3
245	55	9
183	52	9
21	22	7
25	175	10
168	261	7
238	191	4
103	114	7
264	27	10
245	150	10
98	109	9
238	77	10
224	151	10
267	35	10
203	135	10
264	59	10
49	233	4
208	85	10
17	100	8
124	166	4
274	191	4
39	132	6
0	121	9
157	134	7
181	233	4
151	92	9
224	201	10
208	86	10
124	175	10
183	6	6
90	114	7
270	233	4
155	13	3
241	134	7
215	114	7
20	13	3
112	179	4
59	142	6
244	58	5
86	3	4
201	233	4
173	7	10
62	6	6
96	260	10
123	110	10
83	82	5
110	93	4
267	208	5
135	132	6
44	136	7
110	226	4
238	149	10
175	104	4
124	6	6
83	219	5
111	201	10
138	255	10
107	72	10
192	229	4
32	115	10
223	268	10
106	142	6
124	2	10
268	263	4
239	268	10
205	87	10
138	226	4
60	85	10
111	132	6
68	54	4
210	211	0
96	130	10
149	109	9
159	93	4
39	211	9
140	109	9
231	184	9
202	52	9
60	118	10
48	75	9
21	6	6
111	229	4
44	165	9
234	75	0
67	54	4
81	13	6
7	100	4
266	62	10
267	227	10
199	104	4
5	261	7
90	54	4
62	52	9
67	55	9
119	75	0
158	121	9
241	87	10
194	130	10
105	52	0
102	275	4
151	250	9
240	226	4
124	109	9
242	272	10
202	196	4
60	13	6
76	216	4
145	255	10
151	211	9
98	229	4
112	261	7
91	109	9
111	87	10
169	233	4
2	93	4
168	69	7
118	14	10
172	123	5
238	95	10
101	44	10
124	128	10
50	92	9
96	262	10
153	179	4
30	75	0
245	49	10
209	157	10
39	250	9
243	52	9
107	43	10
261	13	3
223	84	10
149	191	4
148	92	9
38	261	7
231	185	4
209	8	5
138	127	10
241	13	6
101	6	6
236	6	3
106	53	10
59	13	6
112	53	10
231	164	9
128	142	6
20	142	3
111	267	10
12	114	7
175	233	4
82	142	3
60	268	10
44	22	5
138	247	10
18	104	4
173	135	10
88	6	6
204	52	0
245	151	10
77	251	4
205	52	9
264	131	10
102	13	6
239	13	6
88	55	9
149	132	6
78	248	7
242	209	10
241	126	10
44	100	4
149	134	7
209	5	10
123	175	10
265	62	10
106	72	10
73	134	5
96	243	10
181	179	4
203	76	10
123	269	10
178	29	4
175	13	6
114	142	3
39	104	4
173	272	10
98	167	9
248	142	3
274	69	7
153	56	5
238	260	10
231	31	9
126	92	9
235	92	9
207	105	4
177	233	4
241	6	6
192	69	7
123	78	10
85	171	10
123	2	10
137	6	6
157	136	7
153	104	4
95	188	8
96	23	10
225	230	4
138	157	10
225	55	9
68	188	8
173	21	10
60	130	10
255	121	9
232	263	4
190	233	4
4	226	4
207	114	7
268	196	4
68	134	7
209	175	10
173	225	10
205	148	10
264	263	4
245	81	10
112	13	6
181	213	7
27	233	4
123	227	10
173	206	7
131	185	4
111	216	4
118	165	9
242	76	10
238	121	9
159	149	10
220	165	9
24	92	9
174	113	4
180	146	4
223	76	10
35	121	9
118	141	10
